keyId	sentId	annotator	label	time
acerola_2_2-Kelly	acerola_2_2	Kelly	not side effect	2019-06-02 21:45:42
acetyl-l-carnitine_1_0-Jun	acetyl-l-carnitine_1_0	Jun	not side effect	2019-06-02 21:47:31
acetyl-l-carnitine_1_0-Kelly	acetyl-l-carnitine_1_0	Kelly	not side effect	2019-06-02 21:45:45
acetyl-l-carnitine_1_1-Jun	acetyl-l-carnitine_1_1	Jun	not side effect	2019-06-02 21:47:33
acetyl-l-carnitine_1_1-Kelly	acetyl-l-carnitine_1_1	Kelly	not side effect	2019-06-02 21:54:27
acetyl-l-carnitine_1_2-Jun	acetyl-l-carnitine_1_2	Jun	not side effect	2019-06-02 21:47:38
acetyl-l-carnitine_1_2-Kelly	acetyl-l-carnitine_1_2	Kelly	not side effect	2019-06-02 21:45:48
acetyl-l-carnitine_1_3-Jun	acetyl-l-carnitine_1_3	Jun	not side effect	2019-06-02 21:47:43
acetyl-l-carnitine_1_3-Kelly	acetyl-l-carnitine_1_3	Kelly	not side effect	2019-06-02 21:45:49
acetyl-l-carnitine_2_0-Jun	acetyl-l-carnitine_2_0	Jun	not side effect	2019-06-02 21:47:46
acetyl-l-carnitine_2_0-Kelly	acetyl-l-carnitine_2_0	Kelly	side effect	2019-06-02 21:45:50
acetyl-l-carnitine_3_2-Jun	acetyl-l-carnitine_3_2	Jun	not side effect	2019-06-02 21:47:50
acetyl-l-carnitine_3_2-Kelly	acetyl-l-carnitine_3_2	Kelly	not side effect	2019-06-02 21:45:52
acetyl-l-carnitine_3_3-Jun	acetyl-l-carnitine_3_3	Jun	not side effect	2019-06-02 21:47:55
acetyl-l-carnitine_3_3-Kelly	acetyl-l-carnitine_3_3	Kelly	not side effect	2019-06-02 21:45:54
acetyl-l-carnitine_3_4-Jun	acetyl-l-carnitine_3_4	Jun	not side effect	2019-06-02 21:48:18
acetyl-l-carnitine_3_4-Kelly	acetyl-l-carnitine_3_4	Kelly	not side effect	2019-06-02 21:45:58
acetyl-l-carnitine_3_5-Jun	acetyl-l-carnitine_3_5	Jun	not side effect	2019-06-02 21:48:22
acetyl-l-carnitine_3_5-Kelly	acetyl-l-carnitine_3_5	Kelly	not side effect	2019-06-02 21:45:59
acetyl-l-carnitine_5_0-Jun	acetyl-l-carnitine_5_0	Jun	not side effect	2019-06-02 21:48:26
acetyl-l-carnitine_5_0-Kelly	acetyl-l-carnitine_5_0	Kelly	not side effect	2019-06-02 21:54:32
ackee_2_0-Jun	ackee_2_0	Jun	not side effect	2019-06-02 21:48:30
ackee_2_0-Kelly	ackee_2_0	Kelly	not side effect	2019-06-02 21:46:02
aconite_3_0-Jun	aconite_3_0	Jun	side effect	2019-06-02 21:48:33
aconite_3_0-Kelly	aconite_3_0	Kelly	side effect	2019-06-02 21:46:05
aconite_4_0-Jun	aconite_4_0	Jun	not side effect	2019-06-02 21:48:38
aconite_4_0-Kelly	aconite_4_0	Kelly	not side effect	2019-06-02 21:46:06
aconite_4_1-Jun	aconite_4_1	Jun	not side effect	2019-06-02 21:48:44
aconite_4_1-Kelly	aconite_4_1	Kelly	not side effect	2019-06-02 21:46:12
aconite_4_2-Jun	aconite_4_2	Jun	side effect	2019-06-02 21:48:46
aconite_4_2-Kelly	aconite_4_2	Kelly	side effect	2019-06-02 21:46:12
aconite_4_3-Jun	aconite_4_3	Jun	not side effect	2019-06-02 21:48:49
aconite_4_3-Kelly	aconite_4_3	Kelly	not side effect	2019-06-02 21:46:13
aconite_4_4-Jun	aconite_4_4	Jun	not side effect	2019-06-02 21:48:51
aconite_4_4-Kelly	aconite_4_4	Kelly	not side effect	2019-06-02 21:46:15
aconite_4_5-Jun	aconite_4_5	Jun	side effect	2019-06-02 21:49:06
aconite_4_5-Kelly	aconite_4_5	Kelly	side effect	2019-06-02 21:54:58
aconite_4_6-Jun	aconite_4_6	Jun	side effect	2019-06-02 21:49:09
aconite_4_6-Kelly	aconite_4_6	Kelly	side effect	2019-06-02 21:46:18
aconite_4_7-Jun	aconite_4_7	Jun	not side effect	2019-06-02 21:49:14
aconite_4_7-Kelly	aconite_4_7	Kelly	not side effect	2019-06-02 21:46:24
aconite_5_0-Jun	aconite_5_0	Jun	not side effect	2019-06-02 21:49:17
aconite_5_0-Kelly	aconite_5_0	Kelly	not side effect	2019-06-02 21:55:00
aconite_5_1-Jun	aconite_5_1	Jun	not side effect	2019-06-02 21:49:19
aconite_5_1-Kelly	aconite_5_1	Kelly	not side effect	2019-06-02 21:46:29
activated-charcoal_2_0-Jun	activated-charcoal_2_0	Jun	not side effect	2019-06-02 21:59:29
activated-charcoal_2_0-Kelly	activated-charcoal_2_0	Kelly	not side effect	2019-06-02 21:46:32
activated-charcoal_4_0-Jun	activated-charcoal_4_0	Jun	not side effect	2019-06-02 21:49:30
activated-charcoal_4_0-Kelly	activated-charcoal_4_0	Kelly	not side effect	2019-06-02 21:46:36
activated-charcoal_4_1-Jun	activated-charcoal_4_1	Jun	side effect	2019-06-02 21:49:46
activated-charcoal_4_1-Kelly	activated-charcoal_4_1	Kelly	side effect	2019-06-02 21:58:59
activated-charcoal_5_0-Jun	activated-charcoal_5_0	Jun	not side effect	2019-06-02 21:49:53
activated-charcoal_5_0-Kelly	activated-charcoal_5_0	Kelly	not side effect	2019-06-02 21:55:03
activated-charcoal_5_1-Jun	activated-charcoal_5_1	Jun	side effect	2019-06-02 21:49:58
activated-charcoal_5_1-Kelly	activated-charcoal_5_1	Kelly	not side effect	2019-06-02 21:46:43
adenosine_1_0-Jun	adenosine_1_0	Jun	not side effect	2019-06-02 21:50:49
adenosine_1_0-Kelly	adenosine_1_0	Kelly	not side effect	2019-06-02 21:46:48
adenosine_1_1-Jun	adenosine_1_1	Jun	not side effect	2019-06-02 21:50:52
adenosine_1_1-Kelly	adenosine_1_1	Kelly	not side effect	2019-06-02 21:46:50
adenosine_1_2-Jun	adenosine_1_2	Jun	not side effect	2019-06-02 21:50:54
adenosine_1_2-Kelly	adenosine_1_2	Kelly	not side effect	2019-06-02 21:46:51
adenosine_1_3-Jun	adenosine_1_3	Jun	side effect	2019-06-02 21:51:05
adenosine_1_3-Kelly	adenosine_1_3	Kelly	side effect	2019-06-02 22:00:59
adenosine_1_4-Jun	adenosine_1_4	Jun	not side effect	2019-06-02 21:51:14
adenosine_1_4-Kelly	adenosine_1_4	Kelly	not side effect	2019-06-02 21:46:54
adenosine_1_5-Jun	adenosine_1_5	Jun	side effect	2019-06-02 21:51:21
adenosine_1_5-Kelly	adenosine_1_5	Kelly	side effect	2019-06-02 21:48:50
adenosine_1_7-Jun	adenosine_1_7	Jun	side effect	2019-06-02 21:51:29
adenosine_1_7-Kelly	adenosine_1_7	Kelly	side effect	2019-06-02 21:55:41
adenosine_2_0-Jun	adenosine_2_0	Jun	side effect	2019-06-02 21:51:34
adenosine_2_0-Kelly	adenosine_2_0	Kelly	not side effect	2019-06-02 21:47:05
adenosine_2_1-Jun	adenosine_2_1	Jun	not side effect	2019-06-02 21:51:40
adenosine_2_1-Kelly	adenosine_2_1	Kelly	not side effect	2019-06-02 21:47:06
adenosine_3_0-Jun	adenosine_3_0	Jun	side effect	2019-06-02 21:51:49
adenosine_3_0-Kelly	adenosine_3_0	Kelly	not side effect	2019-06-02 21:47:10
adenosine_3_1-Jun	adenosine_3_1	Jun	side effect	2019-06-02 21:51:55
adenosine_3_1-Kelly	adenosine_3_1	Kelly	side effect	2019-06-02 21:48:52
adenosine_5_0-Jun	adenosine_5_0	Jun	side effect	2019-06-02 21:51:59
adenosine_5_0-Kelly	adenosine_5_0	Kelly	not side effect	2019-06-02 21:49:22
adenosine_5_1-Jun	adenosine_5_1	Jun	not side effect	2019-06-02 21:52:01
adenosine_5_1-Kelly	adenosine_5_1	Kelly	not side effect	2019-06-02 21:49:47
adenosine_5_2-Kelly	adenosine_5_2	Kelly	not side effect	2019-06-02 21:49:48
adenosine_5_3-Kelly	adenosine_5_3	Kelly	side effect	2019-06-02 21:48:58
adenosine_5_4-Kelly	adenosine_5_4	Kelly	not side effect	2019-06-02 21:49:50
adenosine_5_5-Kelly	adenosine_5_5	Kelly	side effect	2019-06-02 21:49:06
adenosine_5_6-Kelly	adenosine_5_6	Kelly	side effect	2019-06-02 21:49:05
adenosine_5_7-Kelly	adenosine_5_7	Kelly	not side effect	2019-06-02 21:49:08
adenosine_5_8-Kelly	adenosine_5_8	Kelly	not side effect	2019-06-02 21:49:10
adrenal-extract_1_0-Kelly	adrenal-extract_1_0	Kelly	side effect	2019-06-02 21:49:58
adrenal-extract_2_0-Kelly	adrenal-extract_2_0	Kelly	not side effect	2019-06-02 21:49:59
adrenal-extract_2_1-Kelly	adrenal-extract_2_1	Kelly	side effect	2019-06-02 21:50:00
adrenal-extract_2_2-Kelly	adrenal-extract_2_2	Kelly	side effect	2019-06-02 21:50:04
adrenal-extract_2_3-Kelly	adrenal-extract_2_3	Kelly	not side effect	2019-06-02 21:50:05
adrenal-extract_2_4-Kelly	adrenal-extract_2_4	Kelly	not side effect	2019-06-02 21:50:08
adrenal-extract_2_5-Kelly	adrenal-extract_2_5	Kelly	side effect	2019-06-02 21:50:09
adrenal-extract_3_0-Kelly	adrenal-extract_3_0	Kelly	not side effect	2019-06-02 21:50:12
adrenal-extract_3_1-Kelly	adrenal-extract_3_1	Kelly	not side effect	2019-06-02 21:50:15
adrenal-extract_3_3-Kelly	adrenal-extract_3_3	Kelly	not side effect	2019-06-02 21:50:17
adrenal-extract_4_0-Kelly	adrenal-extract_4_0	Kelly	not side effect	2019-06-02 21:50:37
adrenal-extract_4_1-Kelly	adrenal-extract_4_1	Kelly	side effect	2019-06-02 21:50:38
adrenal-extract_4_2-Kelly	adrenal-extract_4_2	Kelly	not side effect	2019-06-02 21:50:40
adrenal-extract_4_3-Kelly	adrenal-extract_4_3	Kelly	not side effect	2019-06-02 21:50:46
adrenal-extract_5_0-Kelly	adrenal-extract_5_0	Kelly	side effect	2019-06-02 21:50:47
african-wild-potato_1_0-Kelly	african-wild-potato_1_0	Kelly	not side effect	2019-06-02 21:50:50
african-wild-potato_1_1-Jun	african-wild-potato_1_1	Jun		2019-06-09 15:18:49
african-wild-potato_1_1-Kelly	african-wild-potato_1_1	Kelly	not side effect	2019-06-02 21:50:51
african-wild-potato_1_2-Kelly	african-wild-potato_1_2	Kelly	not side effect	2019-06-02 21:50:53
african-wild-potato_1_3-Kelly	african-wild-potato_1_3	Kelly	not side effect	2019-06-02 22:03:23
african-wild-potato_1_4-Kelly	african-wild-potato_1_4	Kelly	not side effect	2019-06-02 21:50:57
agaricus-mushroom_2_0-Kelly	agaricus-mushroom_2_0	Kelly	not side effect	2019-06-02 22:03:28
agar_1_2-Kelly	agar_1_2	Kelly	not side effect	2019-06-02 21:51:02
agar_1_3-Kelly	agar_1_3	Kelly	not side effect	2019-06-02 21:51:03
agar_1_8-Kelly	agar_1_8	Kelly	not side effect	2019-06-02 21:51:04
agar_1_9-Kelly	agar_1_9	Kelly	not side effect	2019-06-02 21:51:05
ahcc_1_0-Kelly	ahcc_1_0	Kelly	not side effect	2019-06-02 21:51:07
ahcc_1_1-Kelly	ahcc_1_1	Kelly	not side effect	2019-06-02 21:51:08
ahcc_1_2-Kelly	ahcc_1_2	Kelly	not side effect	2019-06-02 21:51:09
ahcc_1_3-Kelly	ahcc_1_3	Kelly	not side effect	2019-06-02 22:03:32
ahcc_2_0-Kelly	ahcc_2_0	Kelly	not side effect	2019-06-02 21:51:12
ahcc_2_1-Kelly	ahcc_2_1	Kelly	not side effect	2019-06-02 22:03:33
ahcc_2_2-Kelly	ahcc_2_2	Kelly	not side effect	2019-06-02 21:51:16
ahcc_3_0-Kelly	ahcc_3_0	Kelly	not side effect	2019-06-02 21:51:19
ahcc_3_1-Kelly	ahcc_3_1	Kelly	not side effect	2019-06-02 22:03:38
ahcc_3_2-Kelly	ahcc_3_2	Kelly	not side effect	2019-06-02 21:51:22
ahcc_3_4-Kelly	ahcc_3_4	Kelly	side effect	2019-06-02 21:51:24
ahcc_3_5-Kelly	ahcc_3_5	Kelly	not side effect	2019-06-02 21:51:25
ahcc_3_6-Kelly	ahcc_3_6	Kelly	not side effect	2019-06-02 21:51:26
ahcc_3_7-Kelly	ahcc_3_7	Kelly	not side effect	2019-06-02 21:51:38
ahcc_4_0-Kelly	ahcc_4_0	Kelly	side effect	2019-06-02 21:51:36
ahcc_4_1-Kelly	ahcc_4_1	Kelly	not side effect	2019-06-02 21:51:41
alfalfa_3_0-Kelly	alfalfa_3_0	Kelly	side effect	2019-06-02 21:51:42
algin_1_0-Kelly	algin_1_0	Kelly	not side effect	2019-06-02 21:51:44
algin_1_3-Kelly	algin_1_3	Kelly	not side effect	2019-06-02 21:51:48
algin_1_4-Kelly	algin_1_4	Kelly	not side effect	2019-06-02 21:51:50
algin_1_5-Kelly	algin_1_5	Kelly	not side effect	2019-06-02 21:51:52
aloe_1_0-Kelly	aloe_1_0	Kelly	side effect	2019-06-02 21:51:53
aloe_2_0-Kelly	aloe_2_0	Kelly	not side effect	2019-06-02 21:51:55
aloe_2_1-Kelly	aloe_2_1	Kelly	not side effect	2019-06-02 21:51:59
aloe_3_0-Kelly	aloe_3_0	Kelly	not side effect	2019-06-02 21:52:01
aloe_3_1-Kelly	aloe_3_1	Kelly	not side effect	2019-06-02 21:52:02
aloe_3_2-Kelly	aloe_3_2	Kelly	not side effect	2019-06-02 21:52:03
aloe_4_0-Kelly	aloe_4_0	Kelly	not side effect	2019-06-02 21:52:05
aloe_4_1-Kelly	aloe_4_1	Kelly	side effect	2019-06-02 21:52:06
aloe_4_2-Kelly	aloe_4_2	Kelly	side effect	2019-06-02 21:52:09
aloe_4_3-Kelly	aloe_4_3	Kelly	not side effect	2019-06-02 21:52:12
alpha-gpc_2_0-Kelly	alpha-gpc_2_0	Kelly	not side effect	2019-06-02 22:04:26
alpha-gpc_2_1-Kelly	alpha-gpc_2_1	Kelly	not side effect	2019-06-02 22:04:27
alpha-gpc_2_3-Kelly	alpha-gpc_2_3	Kelly	not side effect	2019-06-02 22:04:29
alpha-gpc_2_4-Kelly	alpha-gpc_2_4	Kelly	side effect	2019-06-02 22:04:32
alpha-gpc_2_5-Kelly	alpha-gpc_2_5	Kelly	not side effect	2019-06-02 22:04:33
alpha-gpc_3_0-Kelly	alpha-gpc_3_0	Kelly	not side effect	2019-06-02 22:04:34
alpha-gpc_5_0-Kelly	alpha-gpc_5_0	Kelly	side effect	2019-06-02 22:04:37
alpha-gpc_5_1-Jun	alpha-gpc_5_1	Jun		2019-06-19 09:59:09
alpha-gpc_5_1-Kelly	alpha-gpc_5_1	Kelly	not side effect	2019-06-19 09:59:59
alpha-gpc_5_2-Kelly	alpha-gpc_5_2	Kelly	not side effect	2019-06-19 10:00:01
alpha-gpc_5_3-Kelly	alpha-gpc_5_3	Kelly	not side effect	2019-06-19 10:00:02
alpha-hydroxy-acids_1_1-Kelly	alpha-hydroxy-acids_1_1	Kelly	not side effect	2019-06-19 10:00:05
alpha-hydroxy-acids_1_2-Kelly	alpha-hydroxy-acids_1_2	Kelly	not side effect	2019-06-19 10:00:06
alpha-hydroxy-acids_2_0-Kelly	alpha-hydroxy-acids_2_0	Kelly	not side effect	2019-06-19 10:00:08
alpha-hydroxy-acids_2_1-Kelly	alpha-hydroxy-acids_2_1	Kelly	not side effect	2019-06-19 10:00:11
alpha-hydroxy-acids_2_2-Kelly	alpha-hydroxy-acids_2_2	Kelly	not side effect	2019-06-19 10:00:12
alpha-hydroxy-acids_2_5-Kelly	alpha-hydroxy-acids_2_5	Kelly	not side effect	2019-06-19 10:00:14
alpha-hydroxy-acids_2_6-Kelly	alpha-hydroxy-acids_2_6	Kelly	not side effect	2019-06-19 10:00:15
alpha-hydroxy-acids_3_0-Kelly	alpha-hydroxy-acids_3_0	Kelly	not side effect	2019-06-19 10:00:19
alpha-hydroxy-acids_3_2-Kelly	alpha-hydroxy-acids_3_2	Kelly	not side effect	2019-06-19 10:00:22
alpha-ketoglutarate_2_0-Kelly	alpha-ketoglutarate_2_0	Kelly	not side effect	2019-06-19 10:00:23
alpha-ketoglutarate_2_3-Kelly	alpha-ketoglutarate_2_3	Kelly	not side effect	2019-06-19 10:00:25
alpha-ketoglutarate_2_4-Kelly	alpha-ketoglutarate_2_4	Kelly	not side effect	2019-06-19 10:00:27
alpha-ketoglutarate_2_5-Kelly	alpha-ketoglutarate_2_5	Kelly	not side effect	2019-06-19 10:00:29
alpha-ketoglutarate_4_0-Kelly	alpha-ketoglutarate_4_0	Kelly	not side effect	2019-06-19 10:00:33
alpha-ketoglutarate_4_1-Kelly	alpha-ketoglutarate_4_1	Kelly	not side effect	2019-06-19 10:00:34
alpha-ketoglutarate_4_2-Kelly	alpha-ketoglutarate_4_2	Kelly	not side effect	2019-06-19 10:00:36
alpha-ketoglutarate_4_3-Kelly	alpha-ketoglutarate_4_3	Kelly	not side effect	2019-06-19 10:00:37
alpha-ketoglutarate_5_0-Kelly	alpha-ketoglutarate_5_0	Kelly	not side effect	2019-06-19 10:00:40
alpha-ketoglutarate_5_1-Kelly	alpha-ketoglutarate_5_1	Kelly	not side effect	2019-06-19 10:00:41
alpha-ketoglutarate_5_3-Kelly	alpha-ketoglutarate_5_3	Kelly	not side effect	2019-06-19 10:00:43
alpha-ketoglutarate_5_4-Kelly	alpha-ketoglutarate_5_4	Kelly	not side effect	2019-06-19 10:00:45
alpha-ketoglutarate_5_5-Kelly	alpha-ketoglutarate_5_5	Kelly	not side effect	2019-06-19 10:00:46
alpha-ketoglutarate_5_6-Kelly	alpha-ketoglutarate_5_6	Kelly	not side effect	2019-06-19 10:00:48
alpha-ketoglutarate_5_7-Kelly	alpha-ketoglutarate_5_7	Kelly	not side effect	2019-06-19 10:01:03
alpha-linolenic-acid_2_0-Kelly	alpha-linolenic-acid_2_0	Kelly	not side effect	2019-06-19 10:01:04
alpha-linolenic-acid_5_0-Kelly	alpha-linolenic-acid_5_0	Kelly	not side effect	2019-06-19 10:01:13
alpha-linolenic-acid_5_1-Kelly	alpha-linolenic-acid_5_1	Kelly	not side effect	2019-06-19 10:01:15
alpha-lipoic-acid_1_0-Kelly	alpha-lipoic-acid_1_0	Kelly	not side effect	2019-06-19 10:01:18
alpha-lipoic-acid_1_1-Kelly	alpha-lipoic-acid_1_1	Kelly	side effect	2019-06-19 10:01:27
alpha-lipoic-acid_1_2-Kelly	alpha-lipoic-acid_1_2	Kelly	side effect	2019-06-19 10:01:27
alpha-lipoic-acid_1_4-Kelly	alpha-lipoic-acid_1_4	Kelly	side effect	2019-06-19 10:01:29
alpha-lipoic-acid_2_0-Kelly	alpha-lipoic-acid_2_0	Kelly	not side effect	2019-06-19 10:01:32
alpha-lipoic-acid_2_1-Kelly	alpha-lipoic-acid_2_1	Kelly	not side effect	2019-06-19 10:01:33
alpha-lipoic-acid_4_0-Kelly	alpha-lipoic-acid_4_0	Kelly	not side effect	2019-06-19 10:01:45
alpha-lipoic-acid_4_1-Kelly	alpha-lipoic-acid_4_1	Kelly	not side effect	2019-06-19 10:01:40
alpha-lipoic-acid_4_2-Kelly	alpha-lipoic-acid_4_2	Kelly	not side effect	2019-06-19 10:01:42
amaranth_1_0-Kelly	amaranth_1_0	Kelly	not side effect	2019-06-19 10:14:58
american-pawpaw_1_0-Kelly	american-pawpaw_1_0	Kelly	not side effect	2019-06-19 10:14:58
american-pawpaw_1_1-Kelly	american-pawpaw_1_1	Kelly	not side effect	2019-06-19 10:14:58
american-pawpaw_2_0-Kelly	american-pawpaw_2_0	Kelly	not side effect	2019-06-19 10:14:58
american-pawpaw_2_1-Kelly	american-pawpaw_2_1	Kelly	not side effect	2019-06-19 10:14:59
american-pawpaw_2_3-Kelly	american-pawpaw_2_3	Kelly	not side effect	2019-06-19 10:15:02
american-pawpaw_2_4-Kelly	american-pawpaw_2_4	Kelly	not side effect	2019-06-19 10:15:04
american-pawpaw_3_0-Kelly	american-pawpaw_3_0	Kelly	not side effect	2019-06-19 10:15:05
american-pawpaw_3_1-Kelly	american-pawpaw_3_1	Kelly	not side effect	2019-06-19 10:15:09
american-pawpaw_3_2-Kelly	american-pawpaw_3_2	Kelly	not side effect	2019-06-19 10:15:11
american-pawpaw_3_3-Kelly	american-pawpaw_3_3	Kelly	not side effect	2019-06-19 10:15:13
american-pawpaw_3_4-Kelly	american-pawpaw_3_4	Kelly	not side effect	2019-06-19 10:15:14
american-pawpaw_3_5-Kelly	american-pawpaw_3_5	Kelly	not side effect	2019-06-19 10:15:17
american-pawpaw_4_0-Kelly	american-pawpaw_4_0	Kelly	not side effect	2019-06-19 10:15:20
american-pawpaw_4_1-Kelly	american-pawpaw_4_1	Kelly	not side effect	2019-06-19 10:15:22
american-pawpaw_4_2-Kelly	american-pawpaw_4_2	Kelly	not side effect	2019-06-19 10:15:24
american-pawpaw_4_3-Kelly	american-pawpaw_4_3	Kelly	not side effect	2019-06-19 10:15:25
american-pawpaw_4_4-Kelly	american-pawpaw_4_4	Kelly	not side effect	2019-06-19 10:15:26
american-pawpaw_4_5-Kelly	american-pawpaw_4_5	Kelly	not side effect	2019-06-19 10:15:27
american-pawpaw_5_1-Kelly	american-pawpaw_5_1	Kelly	side effect	2019-06-19 10:19:37
american-pawpaw_5_10-Kelly	american-pawpaw_5_10	Kelly	not side effect	2019-06-19 10:15:30
american-pawpaw_5_11-Kelly	american-pawpaw_5_11	Kelly	not side effect	2019-06-19 10:15:32
american-pawpaw_5_12-Kelly	american-pawpaw_5_12	Kelly	not side effect	2019-06-19 10:15:34
american-pawpaw_5_13-Kelly	american-pawpaw_5_13	Kelly	not side effect	2019-06-19 10:15:35
american-pawpaw_5_15-Kelly	american-pawpaw_5_15	Kelly	not side effect	2019-06-19 10:15:42
american-pawpaw_5_2-Kelly	american-pawpaw_5_2	Kelly	side effect	2019-06-19 10:15:53
american-pawpaw_5_7-Kelly	american-pawpaw_5_7	Kelly	not side effect	2019-06-19 10:15:44
american-pawpaw_5_9-Kelly	american-pawpaw_5_9	Kelly	side effect	2019-06-19 10:15:48
andrographis_1_0-Kelly	andrographis_1_0	Kelly	not side effect	2019-06-19 10:16:03
andrographis_1_2-Kelly	andrographis_1_2	Kelly	not side effect	2019-06-19 10:16:04
andrographis_1_3-Kelly	andrographis_1_3	Kelly	side effect	2019-06-19 10:16:04
andrographis_2_0-Kelly	andrographis_2_0	Kelly	not side effect	2019-06-19 10:16:06
andrographis_2_1-Kelly	andrographis_2_1	Kelly	not side effect	2019-06-19 10:16:07
andrographis_2_2-Kelly	andrographis_2_2	Kelly	not side effect	2019-06-19 10:16:08
andrographis_2_3-Kelly	andrographis_2_3	Kelly	not side effect	2019-06-19 10:16:09
andrographis_3_0-Kelly	andrographis_3_0	Kelly	not side effect	2019-06-19 10:16:10
andrographis_3_1-Kelly	andrographis_3_1	Kelly	not side effect	2019-06-19 10:16:12
andrographis_3_2-Kelly	andrographis_3_2	Kelly	not side effect	2019-06-19 10:16:13
andrographis_3_3-Kelly	andrographis_3_3	Kelly	not side effect	2019-06-19 10:16:15
andrographis_3_4-Kelly	andrographis_3_4	Kelly	not side effect	2019-06-19 10:16:16
androstenediol_1_0-Kelly	androstenediol_1_0	Kelly	not side effect	2019-06-19 10:16:17
